Pergunta,Resposta
O que é uma função recursiva?,Uma função recursiva é uma função que chama a si mesma dentro de sua definição.
Qual a finalidade do operador ternário em JavaScript?,O operador ternário ( `condicao ? valorSeVerdadeiro : valorSeFalso` ) é uma forma concisa de escrever uma instrução `if...else`.
"O que são ""truthy"" e ""falsy"" values em JavaScript?","São valores que são avaliados como `true` ou `false` em um contexto booleano. Falsy values incluem: `false`, `0`, `""""`, `null`, `undefined`, e `NaN`. Todos os outros valores são truthy."
Como você interrompe a execução de um loop em JavaScript?,Usando a instrução `break`.
Qual a finalidade do método `reduce()` em arrays?,`reduce()` aplica uma função a um acumulador e a cada valor de um array (da esquerda para a direita) para reduzi-lo a um único valor.
"O que é o padrão de projeto ""Module"" em JavaScript?","É um padrão para organizar o código, encapsulando variáveis e funções dentro de um escopo privado, expondo apenas uma interface pública."
"O que é o operador ""rest"" em JavaScript?",O operador rest ( `...` ) permite que uma função aceite um número indefinido de argumentos como um array.
"O que é o operador ""spread"" em JavaScript?",O operador spread ( `...` ) permite expandir um iterável (como um array ou string) em locais onde se espera múltiplos argumentos ou elementos.
Como você converte um objeto em uma string em JavaScript?,Usando `JSON.stringify(objeto)` ou `objeto.toString()`.
O que é o método `includes()` em strings e arrays?,"`includes()` determina se um array inclui um determinado elemento, retornando `true` ou `false`. Funciona de forma semelhante para strings, verificando se uma substring está presente."
Qual a diferença entre `slice()` e `splice()` em arrays?,"`slice()` retorna uma cópia de uma parte do array sem modificar o original, enquanto `splice()` modifica o array original removendo ou substituindo elementos."
O que é o método `find()` em arrays?,"`find()` retorna o valor do primeiro elemento no array que satisfaz a função de teste fornecida. Caso contrário, retorna `undefined`."
O que é o método `findIndex()` em arrays?,"`findIndex()` retorna o índice do primeiro elemento no array que satisfaz a função de teste fornecida. Caso contrário, retorna -1."
Como você verifica se uma propriedade existe em um objeto?,"Usando o operador `in` ( `""propriedade"" in objeto` ) ou o método `hasOwnProperty()` ( `objeto.hasOwnProperty(""propriedade"")` )."
"O que é o ""event bubbling"" em JavaScript?",É o processo no qual um evento acionado em um elemento filho se propaga para seus elementos pais na hierarquia do DOM.
"Como você interrompe o ""event bubbling""?",Usando o método `event.stopPropagation()` dentro do manipulador de eventos.
"O que é ""event capturing""?","É o oposto de ""event bubbling"". Em vez de começar no elemento alvo e subir na árvore DOM, o event capturing começa no elemento raiz e desce até o elemento alvo."
Como você obtém a largura e a altura da janela do navegador em JavaScript?,Usando `window.innerWidth` e `window.innerHeight` (para a área visível) ou `document.documentElement.clientWidth` e `document.documentElement.clientHeight`.
Como você redireciona o usuário para outra página em JavaScript?,"Usando `window.location.href = ""url""`."
Como você imprime mensagens no console do navegador em JavaScript?,"Usando `console.log()`, `console.warn()`, `console.error()`, `console.table()`, etc."
"O que são ""cookies"" em JavaScript?",São pequenos arquivos de texto que os sites armazenam no computador do usuário para lembrar informações sobre ele.
O que é o localStorage e sessionStorage?,"São APIs para armazenar dados no navegador do usuário. `localStorage` armazena dados sem data de expiração, enquanto `sessionStorage` armazena dados apenas durante a sessão do navegador."
Como você define um valor no localStorage?,"Usando `localStorage.setItem(""chave"", ""valor"")`."
Como você obtém um valor do localStorage?,"Usando `localStorage.getItem(""chave"")`."
O que é uma expressão regular (regex) em JavaScript?,É um padrão para combinar sequências de caracteres em uma string.
Como você testa se uma string corresponde a uma expressão regular?,"Usando o método `test()` da expressão regular ( `regex.test(""string"")` ) ou o método `search()` da string ( `""string"".search(regex)` )."
"O que são ""capturing groups"" em expressões regulares?","São partes do padrão que são capturadas e podem ser referenciadas posteriormente (por exemplo, para substituição)."
"O que são ""flags"" em expressões regulares?","São modificadores que alteram o comportamento da expressão regular, como `i` (ignorar maiúsculas/minúsculas), `g` (global, encontrar todas as correspondências) e `m` (multiline)."
"O que é ""type coercion"" em JavaScript?",É a conversão automática de um tipo de dado para outro pelo JavaScript.
"O que é o ""strict mode"" em JavaScript?","É um modo que impõe regras mais rígidas ao código JavaScript, ajudando a prevenir erros comuns e melhorar a segurança. Você ativa colocando `""use strict"";` no início do arquivo ou da função."
Como você escreve um comentário de uma linha em JavaScript?,Usando `// Este é um comentário de uma linha`.
Como você escreve um comentário de múltiplas linhas em JavaScript?,Usando `/* Este é um comentário de múltiplas linhas */`.
"O que é ""feature detection"" em JavaScript?",É a prática de verificar se o navegador suporta um determinado recurso antes de usá-lo.
O que é o método `isNaN()`?,É uma função que testa se um valor é `NaN` (Not-a-Number).
Qual a diferença entre usar `+` para concatenar strings e template literals?,"O operador `+` requer concatenação explícita, enquanto template literals permitem a incorporação de variáveis diretamente na string usando `${variavel}`, tornando o código mais legível."
Como você arredonda um número para o inteiro inferior em JavaScript?,Usando `Math.floor(numero)`.
Como você arredonda um número para o inteiro superior em JavaScript?,Usando `Math.ceil(numero)`.
"O que é um ""Symbol"" em JavaScript?",É um tipo de dado primitivo que representa um identificador único e imutável.
"O que são ""Iterators"" e ""Iterables"" em JavaScript?","Um ""Iterable"" é um objeto que pode ser iterado (por exemplo, arrays, strings, maps, sets). Um ""Iterator"" é um objeto que define uma sequência e retorna um valor por vez usando o método `next()`."
"O que são ""Generators"" em JavaScript?","São funções que podem ser pausadas e retomadas, permitindo a criação de iterators personalizados."
Como você declara uma função Generator em JavaScript?,Usando a sintaxe `function* nomeDaFuncao() { yield valor; }`.
O que é o método `yield` em funções Generator?,Pausa a execução da função Generator e retorna um valor.
Como você adiciona um elemento a um Set?,Usando o método `add(valor)`.
Como você obtém um valor de um Map?,Usando o método `get(chave)`.
Como você define um valor em um Map?,"Usando o método `set(chave, valor)`."
Como você remove um elemento de um Set?,Usando o método `delete(valor)`.
Como você verifica se um Set contém um determinado valor?,Usando o método `has(valor)`.
Como você verifica se um Map contém uma determinada chave?,Usando o método `has(chave)`.
Como você faz destructuring de um objeto?,"`const { propriedade1, propriedade2 } = objeto;`."
Como você faz destructuring de um array?,"`const [elemento1, elemento2] = array;`."
"O que são ""default parameters"" em funções JavaScript?",São valores padrão atribuídos a parâmetros de função se nenhum valor for fornecido quando a função é chamada.
Qual a diferença entre o operador `||` (OR) e o operador `??` (Nullish Coalescing)?,"`||` retorna o operando do lado direito se o operando do lado esquerdo for falsy (incluindo `0`, `""""`, `false`), enquanto `??` retorna o operando do lado direito apenas se o operando do lado esquerdo for `null` ou `undefined`."
O que é o operador `?.` (Optional Chaining) em JavaScript?,Permite acessar propriedades de um objeto que podem ser `null` ou `undefined` sem causar um erro. Retorna `undefined` se a propriedade não existir.
O que é o método `padStart()` em strings?,Preenche o início de uma string com um caractere especificado até que atinja um determinado comprimento.
O que é o método `padEnd()` em strings?,Preenche o final de uma string com um caractere especificado até que atinja um determinado comprimento.
Como você formata números em JavaScript?,Usando o método `toLocaleString()` ou `Intl.NumberFormat()`.
O que é o método `requestAnimationFrame()`?,É um método que solicita ao navegador para chamar uma função antes do próximo repaint. Usado para criar animações suaves.
"O que é um ""proxy"" em JavaScript?",Um Proxy é um objeto que permite interceptar e customizar operações fundamentais em outro objeto (o alvo).
Quais são as principais armadilhas (gotchas) em JavaScript que os desenvolvedores devem evitar?,"Algumas armadilhas comuns incluem:  a confusão entre `==` e `===`, o comportamento do `this` em diferentes contextos, o hoisting de variáveis, a falta de tratamento adequado de erros, o uso incorreto de closures,  a mutabilidade de objetos e arrays, e a falta de compreensão de como as Promises funcionam."
"O que é um ""polyfill"" em JavaScript?",Um polyfill é um código que fornece funcionalidade que não está nativamente disponível em navegadores mais antigos. Permite que você use recursos mais modernos mesmo em ambientes que não os suportam.
Como você exporta e importa módulos em JavaScript (usando ES modules)?,"Para exportar: `export { variavel, funcao };` ou `export default funcao;`.  Para importar: `import { variavel, funcao } from './modulo.js';` ou `import funcao from './modulo.js';`."
"O que é ""tree shaking"" e como ele se relaciona com módulos JavaScript?","Tree shaking é um processo usado por bundlers (como Webpack) para remover código não utilizado de seus pacotes JavaScript. Ele se beneficia da estrutura modular do ES modules, onde apenas as partes explicitamente importadas são incluídas no pacote final."
"O que são ""Tagged Templates""?",São uma forma avançada de template literals que permitem que você processe o template literal com uma função.  A função recebe um array com as partes estáticas da string e um array com os valores das expressões.
O que é o método `finally()` em Promises?,"O método `finally()` é chamado quando a promise é resolvida (fulfilled) ou rejeitada. Ele serve para executar código de limpeza, independentemente do resultado da promise."
Como você pode evitar a mutação direta de objetos e arrays em JavaScript (imutabilidade)?,"Usando técnicas como: `Object.assign({}, objeto)`, o operador spread `...` para cópias superficiais, bibliotecas como Immutable.js, ou criando cópias profundas (deep copies).

Espero que esta lista seja útil!  Avise se precisar de mais alguma coisa."
O que são closures em JavaScript e como eles funcionam?,"Closures são a capacidade de uma função interna de acessar e manipular variáveis do escopo da função externa, mesmo após a função externa ter terminado de executar. Isso acontece porque a função interna ""lembra"" o ambiente léxico em que foi criada.

**2.**"
O que é o hoisting em JavaScript?,"Hoisting é o comportamento do JavaScript de mover declarações de variáveis (usando `var`) e funções para o topo de seus respectivos escopos (global ou função) durante a fase de compilação.  A declaração é movida, mas a inicialização não.

**5.**"
Como funciona o método `bind()` em JavaScript?,"`bind()` cria uma nova função que, quando chamada, tem seu `this` definido para o valor fornecido como argumento.  Ele também permite predefinir argumentos para a função.

**8.**"
O que é o uso de `this` em JavaScript?,"`this` refere-se ao objeto no qual a função está sendo executada. Seu valor depende de como a função é chamada. Pode se referir ao objeto global (window em navegadores), a um objeto específico, ou ser definido explicitamente com `call`, `apply` ou `bind`.

**10.**"
Como você pode evitar a poluição do escopo global em JavaScript?,"Usando funções auto-invocadas (IIFE - Immediately Invoked Function Expression), ou módulos, que criam um escopo local para as variáveis e funções.

**11.**"
O que é uma promessa (Promise) em JavaScript?,"Uma Promise é um objeto que representa a eventual conclusão (ou falha) de uma operação assíncrona e seu valor resultante. Ela tem três estados: `pending`, `fulfilled` e `rejected`.

**14.**"
Como você lida com erros em Promises usando `try...catch`?,"`try...catch` não captura erros em promises assíncronas. Erros em Promises são geralmente tratados usando os métodos `.catch()` ou `.then(null, errorHandler)`. `async/await` permite usar `try...catch` para promises.

**15.**"
"Qual a diferença entre `let`, `const` e `var` para declarar variáveis?","`var` tem escopo de função ou global. `let` tem escopo de bloco e permite reatribuição. `const` também tem escopo de bloco, mas não permite reatribuição (o valor não pode ser alterado após a atribuição inicial).

**16.**"
Como funciona o método `map()` em JavaScript?,"`map()` cria um novo array com os resultados da chamada de uma função fornecida em cada elemento do array original.

**18.**"
Como funciona o método `reduce()` em JavaScript?,"`reduce()` aplica uma função contra um acumulador e cada elemento do array (da esquerda para a direita) para reduzi-lo a um único valor.

**20.**"
O que é o objeto `event` em um ouvinte de evento?,"O objeto `event` contém informações sobre o evento que ocorreu, como o tipo de evento, o elemento que o disparou e as coordenadas do mouse.

**44.**"
Como você impede o comportamento padrão de um evento em JavaScript?,"Usando o método `event.preventDefault()`.

**45.**"
Como você interrompe a propagação de um evento no DOM usando JavaScript?,"Usando o método `event.stopPropagation()`.

**46.**"
O que são eventos de mouse em JavaScript?,"Eventos de mouse incluem eventos como `click`, `mousedown`, `mouseup`, `mouseover`, `mouseout`, `mousemove`.

**47.**"
O que são eventos de teclado em JavaScript?,"Eventos de teclado incluem eventos como `keydown`, `keyup`, `keypress`.

**48.**"
O que são eventos de formulário em JavaScript?,"Eventos de formulário incluem eventos como `submit`, `change`, `focus`, `blur`.

**49.**"
O que são eventos de janela em JavaScript?,"Eventos de janela incluem eventos como `load`, `resize`, `scroll`, `unload`.

**50.**"
Como você define um temporizador em JavaScript?,"Usando as funções `setTimeout()` e `setInterval()`.

**54.**"
Como você cancela um temporizador em JavaScript?,"Usando as funções `clearTimeout()` e `clearInterval()`.

**56.**"
Como você armazena dados no localStorage?,"Usando o método `localStorage.setItem(key, value)`.

**59.**"
Como você recupera dados do localStorage?,"Usando o método `localStorage.getItem(key)`.

**60.**"
O que é o XMLHttpRequest (XHR) em JavaScript?,"XMLHttpRequest é um objeto que permite fazer requisições HTTP do navegador para um servidor sem recarregar a página.

**64.**"
Como você faz uma requisição GET usando XMLHttpRequest?,"Criando um objeto XMLHttpRequest, configurando-o com o método ""GET"" e a URL, e enviando a requisição.

**65.**"
Como você faz uma requisição POST usando XMLHttpRequest?,"Criando um objeto XMLHttpRequest, configurando-o com o método ""POST"" e a URL, definindo o cabeçalho Content-Type, e enviando a requisição com os dados no corpo da requisição.

**66.**"
O que é o estado `readyState` do objeto XMLHttpRequest?,"`readyState` representa o estado da requisição XMLHttpRequest. Os valores possíveis são: 0 (UNSENT), 1 (OPENED), 2 (HEADERS_RECEIVED), 3 (LOADING), 4 (DONE).

**67.**"
O que é o código de status HTTP retornado por uma requisição XMLHttpRequest?,"O código de status HTTP indica o resultado da requisição. Códigos comuns incluem 200 (OK), 404 (Not Found), 500 (Internal Server Error).

**68.**"
O que são as APIs Fetch em JavaScript?,"A Fetch API fornece uma interface para buscar recursos na rede. É uma alternativa mais moderna e poderosa ao XMLHttpRequest.

**69.**"
Como você faz uma requisição GET usando Fetch API?,"Usando a função `fetch(url)`.

**70.**"
Como você faz uma requisição POST usando Fetch API?,"Usando a função `fetch(url, { method: 'POST', body: data })`.

**71.**"
O que é o objeto `Response` retornado pela Fetch API?,"O objeto `Response` contém informações sobre a resposta do servidor, como o status, os cabeçalhos e o corpo da resposta.

**72.**"
Como você processa o corpo da resposta de uma requisição Fetch API?,"Usando métodos como `response.json()`, `response.text()`, `response.blob()`.

**73.**"
Como você espera a resolução de uma Promise dentro de uma função assíncrona?,"Usando a palavra-chave `await` antes da Promise.

**76.**"
O que é o operador `?.` (optional chaining) em JavaScript?,"O operador optional chaining permite acessar propriedades de um objeto que podem ser nulas ou indefinidas sem causar um erro. Se uma propriedade no caminho for nula ou indefinida, a expressão retorna `undefined` em vez de lançar um erro.

**77.**"
O que é o operador `??` (nullish coalescing) em JavaScript?,"O operador nullish coalescing retorna o operando do lado direito quando o operando do lado esquerdo é `null` ou `undefined`, caso contrário, retorna o operando do lado esquerdo.

**78.**"
O que são os métodos de array `every()` e `some()` em JavaScript?,"`every()` testa se todos os elementos em um array passam no teste implementado por uma função fornecida. `some()` testa se pelo menos um elemento no array passa no teste implementado por uma função fornecida.

**79.**"
O que são os getters e setters em JavaScript?,"Getters e setters são métodos especiais que permitem controlar o acesso e a modificação das propriedades de um objeto. Getters definem como uma propriedade é lida, e setters definem como uma propriedade é modificada.

**82.**"
Como você define um getter em um objeto JavaScript?,"Usando a palavra-chave `get` seguida do nome da propriedade e um bloco de código.

**83.**"
Como você define um setter em um objeto JavaScript?,"Usando a palavra-chave `set` seguida do nome da propriedade, um parâmetro para o novo valor e um bloco de código.

**84.**"
O que são os iteradores e iteráveis em JavaScript?,"Um iterável é um objeto que pode ser iterado, o que significa que seus elementos podem ser acessados sequencialmente. Um iterador é um objeto que define como iterar sobre um iterável.

**85.**"
Como você cria um iterador personalizado em JavaScript?,"Implementando um método `[Symbol.iterator]()` no objeto que retorna um objeto com um método `next()` que retorna um objeto com as propriedades `value` e `done`.

**86.**"
O que é o laço `for...of` em JavaScript?,"O laço `for...of` itera sobre os valores de um objeto iterável, como um array, string ou Map.

**87.**"
O que é o laço `for...in` em JavaScript?,"O laço `for...in` itera sobre os nomes das propriedades enumeráveis de um objeto.

**88.**"
O que são os objetos Map e Set em JavaScript?,"Map é uma coleção de pares chave-valor onde as chaves podem ser de qualquer tipo de dado. Set é uma coleção de valores únicos.

**89.**"
Qual a diferença entre um objeto Map e um objeto JavaScript regular?,"Map permite chaves de qualquer tipo de dado, mantém a ordem de inserção e tem métodos convenientes para adicionar, remover e verificar a existência de chaves. Objetos JavaScript regulares têm chaves que são strings ou símbolos e não garantem a ordem de inserção.

**90.**"
Como você adiciona um elemento a um objeto Set?,"Usando o método `set.add(value)`.

**91.**"
Como você verifica se um elemento existe em um objeto Set?,"Usando o método `set.has(value)`.

**92.**"
O que são os módulos ES6 em JavaScript?,"Módulos ES6 permitem dividir o código em arquivos separados, tornando-o mais organizado e reutilizável.

**93.**"
Como você importa um módulo ES6 em JavaScript?,"Usando a palavra-chave `import`.

**94.**"
Como você exporta um módulo ES6 em JavaScript?,"Usando a palavra-chave `export`.

**95.**"
Qual a diferença entre `export default` e `export named` em JavaScript?,"`export default` exporta um único valor padrão do módulo. `export named` exporta múltiplos valores com nomes específicos.

**96.**"
O que é o operador rest (`...`) em JavaScript (parâmetros de função)?,"O operador rest permite que uma função receba um número indefinido de argumentos como um array.

**98.**"
Para que são utilizados Symbols em JavaScript?,"São utilizados para criar propriedades de objetos que são únicas e não entram em conflito com outras propriedades.

**103.**"
Qual a principal vantagem de usar WeakMap e WeakSet em relação a Map e Set?,"Previnem vazamentos de memória, pois permitem que o garbage collector recupere a memória ocupada pelos objetos que não estão mais sendo utilizados.

**105.**"
O que é Tail Call Optimization (TCO)?,"Tail Call Optimization é uma otimização que permite que uma função recursiva chame a si mesma sem aumentar o consumo de memória da pilha de chamadas, desde que a chamada recursiva seja a última operação realizada na função (tail call).  Não é amplamente suportado em JavaScript.

**106.**"
Quais são alguns dos benefícios de usar `use strict`?,"Impede o uso de variáveis não declaradas, lança erros para atribuições a propriedades somente leitura, desabilita o uso de `with`, e torna o `this` undefined em funções chamadas como funções regulares.

**108.**"
Como você cria um módulo usando uma Immediately Invoked Function Expression (IIFE)?,"Envolvendo o código do módulo em uma função anônima que é executada imediatamente, criando um escopo privado para as variáveis e funções internas.

**110.**"
Quais são os pilares da programação orientada a objetos?,"Abstração, Encapsulamento, Herança e Polimorfismo.

**112.**"
O que é encapsulamento em OOP?,"É o princípio de ocultar os detalhes internos de um objeto e expor apenas uma interface pública para interagir com ele.

**113.**"
O que é herança em OOP?,"É o mecanismo pelo qual uma classe (subclasse) herda propriedades e métodos de outra classe (superclasse).

**114.**"
O que é polimorfismo em OOP?,"É a capacidade de um objeto de assumir muitas formas. Por exemplo, um método pode ter diferentes implementações em diferentes classes.

**115.**"
Como você herda de uma classe em JavaScript?,"Usando a palavra-chave `extends`.

**118.**"
O que são os Generators em JavaScript?,"Generators são funções que podem ser pausadas e retomadas, permitindo produzir uma sequência de valores ao longo do tempo.

**124.**"
Como você define uma função Generator em JavaScript?,"Usando o asterisco (`*`) após a palavra-chave `function`.

**125.**"
Como você pausa e retoma a execução de uma função Generator?,"Usando a palavra-chave `yield`.

**126.**"
O que é o método `next()` de um Generator?,"Ele retoma a execução do Generator até o próximo `yield` e retorna um objeto com as propriedades `value` (o valor produzido pelo `yield`) e `done` (um booleano que indica se o Generator terminou).

**127.**"
O que é o BigInt em JavaScript?,"`BigInt` é um tipo de dado que permite representar inteiros com precisão arbitrária, além do limite do tipo `Number`.

**129.**"
"O que são os ""traps"" em um Proxy handler?","São métodos definidos no handler do Proxy que interceptam operações específicas no objeto target, permitindo customizar seu comportamento.

**133.**"
O que é a API Internationalization (Intl) em JavaScript?,"A API Intl fornece funcionalidades para formatar datas, números, moedas e strings de acordo com as convenções de diferentes idiomas e regiões.

**134.**"
Como você formata um número usando a API Intl?,"Usando o construtor `Intl.NumberFormat()` com as opções de localidade e formatação desejadas, e o método `format()` para aplicar a formatação.

**135.**"
Como você formata uma data usando a API Intl?,"Usando o construtor `Intl.DateTimeFormat()` com as opções de localidade e formatação desejadas, e o método `format()` para aplicar a formatação.

**136.**"
O que é a API Web Workers em JavaScript?,"A API Web Workers permite executar scripts JavaScript em threads de segundo plano, sem bloquear a thread principal da interface do usuário.

**137.**"
Como você envia mensagens para um Web Worker?,"Usando o método `postMessage()` do objeto Worker.

**139.**"
Como você recebe mensagens de um Web Worker?,"Adicionando um ouvinte de evento para o evento `message` no objeto Worker.

**140.**"
"O que são ReadableStream, WritableStream e TransformStream?","`ReadableStream` representa uma fonte de dados de onde os dados podem ser lidos em chunks. `WritableStream` representa um destino para onde os dados podem ser gravados em chunks. `TransformStream` transforma dados lidos de um `ReadableStream` antes de serem gravados em um `WritableStream`.

**142.**"
Qual é a diferença entre `apply` e `call` em JavaScript?,"Ambos são utilizados para chamar uma função com um valor `this` específico. `apply` recebe os argumentos da função como um array, enquanto `call` recebe os argumentos individualmente.

**145.**"
O que é uma função pura em programação funcional?,"É uma função que sempre retorna o mesmo resultado para as mesmas entradas e não tem efeitos colaterais (não modifica o estado externo).

**150.**"
Como você lida com concorrência em JavaScript?,"JavaScript é inerentemente single-threaded, mas pode simular concorrência usando callbacks, promises, async/await, Web Workers e event loops. Web Workers oferecem paralelismo real, enquanto as outras técnicas permitem realizar operações assíncronas sem bloquear a thread principal."
O que é hoisting em JavaScript e como ele afeta as declarações de variáveis e funções?,"Hoisting é o comportamento do JavaScript de mover as declarações de variáveis e funções para o topo de seu escopo antes da execução do código. Variáveis declaradas com `var` são hoisted com o valor `undefined`, enquanto funções declaradas com a palavra-chave `function` são hoisted com sua definição completa. Variáveis declaradas com `let` e `const` são hoisted, mas não inicializadas, resultando em um erro se forem acessadas antes da declaração."
O que é a closure em JavaScript?,"Uma closure é a capacidade de uma função interna acessar variáveis de seu escopo externo (escopo léxico), mesmo após a função externa ter retornado. A função interna ""lembra"" o ambiente em que foi criada."
Como você pode verificar se um objeto é um array em JavaScript?,Você pode usar `Array.isArray(objeto)` ou `objeto instanceof Array`.
O que é o método `bind()` em JavaScript e qual a sua utilidade?,"O método `bind()` cria uma nova função que, quando chamada, tem seu `this` definido para o valor fornecido. Ele permite definir o contexto (`this`) de uma função explicitamente."
"Explique o conceito de ""event bubbling"" em JavaScript.","Event bubbling é um mecanismo do DOM onde um evento disparado em um elemento filho ""borbulha"" ou propaga para seus elementos pais na árvore DOM."
O que é o objeto `this` em JavaScript e como ele é determinado?,"`this` é uma palavra-chave que se refere ao contexto de execução atual. Seu valor é determinado pela forma como a função é chamada: pode referenciar o objeto global (window/global), o objeto que chamou o método ou um objeto explicitamente definido com `call`, `apply` ou `bind`."
Explique a diferença entre `call()` e `apply()` em JavaScript.,"Ambos `call()` e `apply()` são usados para invocar uma função definindo o valor de `this`. A diferença é que `call()` espera os argumentos individualmente, enquanto `apply()` espera um array de argumentos."
O que é a função `setTimeout()` em JavaScript e como ela funciona?,`setTimeout()` agenda a execução de uma função após um determinado período de tempo (em milissegundos). Ele recebe uma função e um tempo como argumentos.
O que é a função `setInterval()` em JavaScript e como ela funciona?,`setInterval()` executa repetidamente uma função em intervalos de tempo especificados (em milissegundos). Ele recebe uma função e um tempo como argumentos.
Como você pode usar template literals para criar strings multi-linha?,Basta incluir quebras de linha dentro das strings delimitadas por acentos graves.
Como você pode usar destructuring para extrair valores de um array?,"`const [a, b] = [1, 2, 3];`  Neste caso, `a` será 1 e `b` será 2."
Como você pode usar destructuring para extrair propriedades de um objeto?,"`const { nome, idade } = { nome: 'João', idade: 30 };` Neste caso, `nome` será 'João' e `idade` será 30."
Como você pode usar o operador spread para copiar um array?,`const novoArray = [...arrayOriginal];`
Como você pode usar o operador spread para combinar dois objetos?,"`const novoObjeto = {...objeto1, ...objeto2};`"
Como você declara uma arrow function?,`const minhaFuncao = (parametro) => { return parametro * 2; };`
Qual a diferença entre uma função declarada com `function` e uma arrow function no que diz respeito ao `this`?,"Funções declaradas com `function` têm seu próprio `this`, que pode variar dependendo de como a função é chamada. Arrow functions herdam o `this` do contexto léxico onde foram definidas."
Quais os estados possíveis de uma Promise?,"Pendente (pending), Cumprida (fulfilled) e Rejeitada (rejected)."
Como você lida com o sucesso de uma Promise?,Usando o método `.then()`.
Como você lida com a falha de uma Promise?,Usando o método `.catch()`.
O que é a sintaxe `async/await` em JavaScript?,"`async/await` é uma sintaxe mais elegante para trabalhar com Promises. `async` é usado para declarar uma função assíncrona, e `await` é usado para pausar a execução de uma função assíncrona até que uma Promise seja resolvida."
Como você lida com erros em funções `async/await`?,Usando um bloco `try...catch`.
Qual a diferença entre `export default` e `export` (named export)?,"`export default` permite exportar um único valor como padrão do módulo, que pode ser importado com qualquer nome. `export` (named export) permite exportar múltiplos valores com seus nomes específicos, que devem ser importados usando esses mesmos nomes."
O que são atributos de um elemento HTML e como você pode acessá-los e modificá-los usando JavaScript?,Atributos são propriedades que fornecem informações adicionais sobre um elemento HTML. Você pode acessá-los usando métodos como `element.getAttribute()` e `element.setAttribute()`.
"O que são classes CSS e como você pode adicioná-las, removê-las ou verificar sua existência em um elemento HTML usando JavaScript?","Classes CSS são usadas para aplicar estilos a elementos HTML. Você pode manipulá-las usando a propriedade `element.classList` e seus métodos `add()`, `remove()`, `toggle()`, `contains()`."
Como você adiciona um listener de evento a um elemento HTML usando JavaScript?,"Usando o método `element.addEventListener(tipoDeEvento, funcaoDeCallback)`."
O que é a função de callback em um listener de evento?,É a função que será executada quando o evento for disparado.
O que é o objeto `event` que é passado para a função de callback em um listener de evento?,"É um objeto que contém informações sobre o evento que foi disparado, como o elemento que o disparou, as coordenadas do mouse, etc."
Como você pode propagar um evento manualmente em JavaScript?,Usando o método `element.dispatchEvent(event)`.
Quais são os métodos mais comuns do objeto `console`?,"`console.log()`, `console.warn()`, `console.error()`, `console.table()`."
O que é o método `map()` em JavaScript e qual a sua utilidade?,`map()` cria um novo array com os resultados da chamada de uma função fornecida em cada elemento do array original. Ele é usado para transformar os elementos de um array.
O que é o método `filter()` em JavaScript e qual a sua utilidade?,`filter()` cria um novo array com todos os elementos que passam no teste implementado pela função fornecida. Ele é usado para selecionar elementos de um array.
O que é o método `reduce()` em JavaScript e qual a sua utilidade?,`reduce()` aplica uma função a um acumulador e a cada elemento de um array (da esquerda para a direita) para reduzi-lo a um único valor.
O que é o método `forEach()` em JavaScript e qual a sua utilidade?,`forEach()` executa uma função fornecida uma vez para cada elemento de um array. Ele é usado para iterar sobre os elementos de um array.
O que é o método `slice()` em JavaScript e qual a sua utilidade?,`slice()` retorna uma cópia de uma parte de um array em um novo array. Ele recebe dois argumentos opcionais: o índice inicial e o índice final (não incluso).
O que é o método `splice()` em JavaScript e qual a sua utilidade?,`splice()` altera o conteúdo de um array removendo ou substituindo elementos existentes e/ou adicionando novos elementos no local.
O que é o método `concat()` em JavaScript e qual a sua utilidade?,`concat()` retorna um novo array contendo a junção de dois ou mais arrays.
O que é o método `join()` em JavaScript e qual a sua utilidade?,`join()` junta todos os elementos de um array em uma string. Ele recebe um argumento opcional que é o separador usado entre os elementos.
O que é o método `indexOf()` em JavaScript e qual a sua utilidade?,"`indexOf()` retorna o primeiro índice em que um determinado elemento pode ser encontrado no array, ou -1 se não estiver presente."
O que é o método `includes()` em JavaScript e qual a sua utilidade?,"`includes()` determina se um array contém um determinado elemento, retornando `true` ou `false` conforme apropriado."
Como você acessa uma propriedade de um objeto em JavaScript?,Usando a notação de ponto: `meuObjeto.nome` ou usando a notação de colchetes: `meuObjeto['nome']`.
O que é o método `Object.keys()` em JavaScript e qual a sua utilidade?,`Object.keys()` retorna um array com os nomes das propriedades (chaves) de um objeto.
O que é o método `Object.values()` em JavaScript e qual a sua utilidade?,`Object.values()` retorna um array com os valores das propriedades de um objeto.
O que é o método `Object.entries()` em JavaScript e qual a sua utilidade?,"`Object.entries()` retorna um array de arrays, onde cada subarray contém o nome e o valor de uma propriedade de um objeto (como pares [chave, valor])."
O que é o método `Object.assign()` em JavaScript e qual a sua utilidade?,`Object.assign()` copia os valores de todas as propriedades próprias enumeráveis de um ou mais objetos de origem para um objeto de destino. Ele retorna o objeto de destino.  É usado para combinar ou clonar objetos (cópia superficial).
O que é a iteração em JavaScript?,"Iteração é o processo de percorrer os elementos de uma coleção (como um array, string ou objeto) um por um."
Quais são os tipos de loops mais comuns em JavaScript?,"`for`, `while`, `do...while`, `for...in`, `for...of`."
Como você pode interromper um loop em JavaScript?,Usando a declaração `break`.
O que são funções de ordem superior (Higher-Order Functions) em JavaScript?,Funções de ordem superior são funções que recebem outras funções como argumentos ou retornam outras funções como resultados.
