Pergunta,Resposta
O que é a declaração `break` em JavaScript?,"A declaração `break` termina a execução de um loop ou `switch`.

**133.**"
O que é a declaração `continue` em JavaScript?,"A declaração `continue` pula a iteração atual de um loop e continua para a próxima iteração.

**134.**"
O que são erros em JavaScript?,"Erros são problemas que ocorrem durante a execução do código.

**135.**"
Quais são alguns tipos de erros comuns em JavaScript?,"`TypeError`, `ReferenceError`, `SyntaxError`, `RangeError`.

**138.**"
O que é o padrão de projeto Module Pattern em JavaScript?,"É um padrão para criar módulos em JavaScript usando closures para encapsular variáveis e funções privadas.

**139.**"
O que é o padrão de projeto Revealing Module Pattern em JavaScript?,"É uma variação do Module Pattern onde todas as variáveis e funções são privadas, e apenas um conjunto selecionado de funções é revelado publicamente.

**140.**"
O que é Currying em JavaScript?,"Currying é uma técnica de transformar uma função que recebe múltiplos argumentos em uma sequência de funções que recebem um único argumento cada.

**141.**"
O que é a Temporal Dead Zone (TDZ)?,"A TDZ é a área no código onde uma variável declarada com `let` ou `const` existe, mas não pode ser acessada antes de sua declaração ser avaliada.

**143.**"
Como você acessa o protótipo de um objeto em JavaScript?,"Você pode usar `Object.getPrototypeOf(objeto)` ou `objeto.__proto__` (este último não é recomendado em código de produção).

**145.**"
Como você cria um objeto com um protótipo específico em JavaScript?,"Você pode usar `Object.create(prototipo)`.

**147.**"
O que é uma classe em JavaScript?,"Classes são uma sintaxe para criar objetos e lidar com herança prototípica. São, essencialmente, ""syntactic sugar"" sobre o sistema de protótipos existente.

**148.**"
O que é o construtor de uma classe em JavaScript?,"O construtor é um método especial dentro de uma classe que é chamado quando um novo objeto da classe é criado.  Ele inicializa as propriedades do objeto.

**150.**"
O que é o método `super()` em classes JavaScript?,"Dentro de uma classe filha (subclasse), `super()` é usado para chamar o construtor da classe pai (superclasse). Também é usado para acessar métodos da classe pai."
O que são closures em JavaScript e como elas funcionam?,"Closures são funções que ""lembram"" do ambiente léxico onde foram criadas, mesmo após esse ambiente não estar mais ativo. Isso permite que a função acesse variáveis que estavam em escopo quando ela foi definida, mesmo que a função seja executada em outro contexto."
O que é hoisting em JavaScript e como ele se aplica a variáveis e funções?,"Hoisting é o comportamento do JavaScript de mover declarações de variáveis (com `var`) e funções para o topo do escopo antes da execução do código. Variáveis declaradas com `var` são hoisted com o valor `undefined`, enquanto funções declaradas com `function` são hoisted com a definição completa. `let` e `const` também são hoisted, mas não inicializadas, resultando em um erro se acessadas antes da declaração."
O que é o método `bind()` em JavaScript e qual é a sua utilidade?,"`bind()` cria uma nova função que, quando chamada, tem seu `this` definido para o valor fornecido. Ele também pode predefinir alguns argumentos da função original. É útil para controlar o contexto de `this` em callbacks e outras situações."
Qual a diferença entre uma função declarativa e uma função expressiva em JavaScript?,"Uma função declarativa é definida usando a palavra-chave `function` seguida pelo nome da função. Uma função expressiva é atribuída a uma variável, por exemplo, `const minhaFuncao = function() {};`. Funções declarativas são hoisted, funções expressivas não."
O que são template literals em JavaScript e como eles são usados?,Template literals são strings delimitadas por backticks (``). Eles permitem interpolação de variáveis usando `${variavel}` e podem conter quebras de linha.
"Explique o conceito de ""truthy"" e ""falsy"" em JavaScript.","Valores ""truthy"" são valores que são avaliados como `true` em um contexto booleano. Valores ""falsy"" são avaliados como `false`. Exemplos de falsy são `false`, `0`, `''`, `null`, `undefined`, `NaN`. Todos os outros valores são truthy."
Como você pode verificar se um valor é um array em JavaScript?,Você pode usar `Array.isArray(valor)` para verificar se um valor é um array.
O que é o método `map()` em arrays JavaScript e qual a sua finalidade?,`map()` cria um novo array com os resultados da chamada de uma função fornecida em cada elemento do array original. Ele não modifica o array original.
Qual a diferença entre `forEach()` e `map()` em arrays JavaScript?,"Ambos iteram sobre os elementos de um array. `forEach()` executa uma função para cada elemento, mas não retorna nada. `map()` executa uma função para cada elemento e retorna um novo array com os resultados."
O que é o método `filter()` em arrays JavaScript e qual a sua finalidade?,`filter()` cria um novo array com todos os elementos que passam no teste implementado pela função fornecida.
O que é o método `reduce()` em arrays JavaScript e qual a sua finalidade?,`reduce()` aplica uma função a um acumulador e a cada elemento de um array (da esquerda para a direita) para reduzi-lo a um único valor.
Explique o que é o Spread Operator (...) em JavaScript e como ele é usado.,"O Spread Operator permite que um iterável (como um array ou string) seja expandido em locais onde zero ou mais argumentos (para chamadas de função) ou elementos (para literais de array) são esperados.  É usado para copiar arrays, combinar arrays e passar argumentos para funções."
O que é Destructuring em JavaScript e como ele facilita o trabalho com objetos e arrays?,Destructuring permite extrair valores de objetos e arrays e atribuí-los a variáveis de forma concisa.
O que são Promises em JavaScript e qual o problema que elas resolvem?,"Promises são objetos que representam o eventual resultado (completo ou falha) de uma operação assíncrona. Elas resolvem o problema do ""callback hell"" e tornam o código assíncrono mais legível e gerenciável."
"Explique os estados de uma Promise (pending, fulfilled, rejected).","Uma Promise tem três estados: `pending` (estado inicial, nem realizado nem rejeitado), `fulfilled` (operação concluída com sucesso) e `rejected` (operação falhou)."
O que são as palavras-chave `async` e `await` em JavaScript e como elas são usadas com Promises?,"`async` transforma uma função em uma função assíncrona, permitindo o uso de `await`. `await` pausa a execução da função assíncrona até que uma Promise seja resolvida ou rejeitada.  Simplifica a escrita e leitura de código assíncrono."
O que é o objeto `JSON` em JavaScript e como ele é usado?,"`JSON` (JavaScript Object Notation) é um formato de dados leve para trocar informações. Em JavaScript, o objeto `JSON` fornece métodos para converter objetos JavaScript em strings JSON (`JSON.stringify()`) e strings JSON em objetos JavaScript (`JSON.parse()`)."
O que são os métodos `parseInt()` e `parseFloat()` em JavaScript?,`parseInt()` converte uma string em um número inteiro. `parseFloat()` converte uma string em um número de ponto flutuante.
O que é o método `isNaN()` em JavaScript?,"`isNaN()` verifica se um valor é `NaN` (Not-a-Number). No entanto, ele tem comportamentos inesperados devido à conversão de tipo. É recomendado usar `Number.isNaN()` em vez disso."
O que é o operador `typeof` em JavaScript e o que ele retorna?,"`typeof` retorna uma string indicando o tipo de dado de um operando.  Retorna strings como ""number"", ""string"", ""boolean"", ""object"", ""undefined"", ""function"", ""symbol"" e ""bigint""."
O que é o método `Object.keys()` em JavaScript e qual a sua finalidade?,`Object.keys()` retorna um array contendo os nomes de todas as propriedades enumeráveis de um objeto.
O que é o método `Object.values()` em JavaScript e qual a sua finalidade?,`Object.values()` retorna um array contendo os valores de todas as propriedades enumeráveis de um objeto.
O que é o método `Object.entries()` em JavaScript e qual a sua finalidade?,"`Object.entries()` retorna um array de arrays, onde cada array interno contém o par chave-valor de uma propriedade enumerável de um objeto."
O que são Set e Map em JavaScript (ES6)?,"`Set` é uma coleção de valores únicos. `Map` é uma coleção de pares chave-valor, onde chaves podem ser de qualquer tipo de dado."
"Qual a diferença entre `let`, `const` e `var` em JavaScript?","`var` tem escopo de função ou global, pode ser redeclarada e hoisted com `undefined`. `let` tem escopo de bloco, não pode ser redeclarada no mesmo escopo e é hoisted mas não inicializada. `const` tem escopo de bloco, não pode ser reatribuída (mas pode ser modificada se for um objeto ou array) e é hoisted mas não inicializada."
O que é o iterador em JavaScript e como ele se relaciona com os Generators?,"Um iterador é um objeto que define uma sequência e retorna um valor por vez quando chamado. Generators implementam o protocolo iterador, permitindo que sejam usados em loops `for...of`."
O que é um WeakSet em JavaScript e qual a sua principal característica?,"`WeakSet` é uma coleção de objetos. A principal característica é que os objetos em um `WeakSet` são fracos, ou seja, se um objeto não tiver outras referências a ele, ele pode ser coletado pelo coletor de lixo, mesmo que esteja em um `WeakSet`."
O que é um WeakMap em JavaScript e qual a sua principal característica?,"`WeakMap` é uma coleção de pares chave-valor, onde as chaves devem ser objetos. As chaves são fracas, ou seja, se um objeto-chave não tiver outras referências a ele, ele pode ser coletado pelo coletor de lixo, mesmo que esteja em um `WeakMap`."
O que é a API de Reflection em JavaScript (Reflect)?,"A API `Reflect` fornece métodos para interceptar e personalizar operações fundamentais da linguagem JavaScript, como acesso a propriedades, criação de objetos e chamadas de função."
O que é o Proxy Object em JavaScript?,"Um `Proxy` object permite interceptar e personalizar operações em um objeto alvo (target). Você pode definir manipuladores para interceptar operações como leitura de propriedades, escrita de propriedades e chamadas de função."
Qual é o propósito do `use strict` em JavaScript?,"`""use strict""` ativa o modo estrito no JavaScript, que impõe regras mais rígidas e ajuda a evitar erros comuns. Por exemplo, proíbe o uso de variáveis não declaradas e atribuições a propriedades somente leitura."
Explique o conceito de Currying em JavaScript.,"Currying é uma técnica onde uma função que aceita múltiplos argumentos é transformada em uma sequência de funções, cada uma aceitando um único argumento.  Cada função retorna a próxima função na sequência até que todos os argumentos sejam fornecidos, momento em que a função original é executada."
O que é Composição de Funções em JavaScript?,Composição de funções é o processo de combinar duas ou mais funções para produzir uma nova função.  O resultado de uma função é passado como argumento para a próxima.
O que é Memoization em JavaScript?,Memoization é uma técnica de otimização que armazena os resultados de chamadas de função caras e retorna o resultado armazenado quando as mesmas entradas ocorrem novamente.
Explique o que são Higher-Order Functions em JavaScript.,"Higher-order functions são funções que podem receber outras funções como argumentos ou retornar funções como seus resultados.  Exemplos comuns são `map`, `filter` e `reduce`."
O que é programação declarativa em JavaScript?,"Programação declarativa é um paradigma de programação que se concentra em *o que* o programa deve realizar, em vez de *como* ele deve realizar.  O código é expresso em termos de lógica e funções, em vez de instruções passo a passo."
O que é programação imperativa em JavaScript?,Programação imperativa é um paradigma de programação que descreve *como* o programa deve realizar uma tarefa.  O código é expresso em termos de instruções passo a passo que modificam o estado do programa.
O que é o objeto `Math` em JavaScript e quais são algumas de suas funções?,"O objeto `Math` fornece propriedades e métodos para constantes e funções matemáticas. Exemplos de funções incluem `Math.random()`, `Math.floor()`, `Math.ceil()`, `Math.round()`, `Math.max()`, `Math.min()`."
O que é o método `Date.now()` em JavaScript?,"`Date.now()` retorna o número de milissegundos que se passaram desde 1º de janeiro de 1970, 00:00:00 UTC (o Epoch Unix)."
Como você formata datas em JavaScript?,"Você pode usar os métodos do objeto `Date` como `toLocaleDateString()`, `toLocaleTimeString()`, `toLocaleString()` ou usar bibliotecas externas para formatação mais avançada."
Como você cria um timer em JavaScript?,"Você pode usar as funções `setTimeout()` para executar um código uma vez após um atraso especificado, ou `setInterval()` para executar um código repetidamente em intervalos regulares."
Como você limpa um timer em JavaScript?,"Você pode usar `clearTimeout()` para cancelar um timer definido com `setTimeout()`, ou `clearInterval()` para cancelar um timer definido com `setInterval()`."
O que é um event listener em JavaScript?,Um event listener é uma função que é executada quando um evento específico ocorre. Você pode adicionar um event listener a um elemento usando o método `addEventListener()`.
O que é event bubbling em JavaScript?,"Event bubbling é um processo em que um evento acionado em um elemento se propaga para cima na árvore DOM, acionando os event listeners dos elementos pai."
O que é event capturing em JavaScript?,Event capturing é um processo em que um evento é capturado pelo elemento mais externo na árvore DOM antes de atingir o elemento alvo.  É o oposto de event bubbling e precisa ser explicitamente definido ao adicionar o event listener.
Como você previne o comportamento padrão de um evento em JavaScript?,"Você pode usar o método `preventDefault()` do objeto de evento para impedir o comportamento padrão, como a navegação de um link."
Como você interrompe a propagação de um evento em JavaScript?,Você pode usar o método `stopPropagation()` do objeto de evento para impedir que o evento se propague para cima na árvore DOM.
O que é o DOM (Document Object Model) em JavaScript?,O DOM (Document Object Model) é uma representação em árvore da estrutura de um documento HTML ou XML. JavaScript pode ser usado para acessar e manipular o DOM para modificar o conteúdo e a estrutura da página web.
"Como você adiciona, remove ou modifica atributos de elementos HTML usando JavaScript?","Você pode usar os métodos `setAttribute()`, `getAttribute()`, `removeAttribute()` para manipular atributos."
Como você cria novos elementos HTML usando JavaScript?,Você pode usar o método `document.createElement()` para criar novos elementos HTML.
Como você adiciona elementos HTML ao DOM usando JavaScript?,"Você pode usar os métodos `appendChild()`, `insertBefore()` para adicionar elementos ao DOM."
Como você remove elementos HTML do DOM usando JavaScript?,Você pode usar o método `removeChild()` para remover elementos do DOM.
Como você altera o estilo de elementos HTML usando JavaScript?,Você pode acessar e modificar as propriedades do objeto `style` de um elemento para alterar seu estilo.
O que é o construtor em uma classe JavaScript?,O construtor é um método especial dentro de uma classe que é executado quando um novo objeto da classe é criado. Ele é usado para inicializar as propriedades do objeto.
Como você cria uma instância de uma classe JavaScript?,Você usa a palavra-chave `new` seguida pelo nome da classe para criar uma nova instância da classe.
O que é herança em JavaScript e como ela funciona com classes?,"Herança é um mecanismo que permite que uma classe (subclasse ou classe derivada) herde propriedades e métodos de outra classe (superclasse ou classe base). Em JavaScript, você usa a palavra-chave `extends` para implementar herança entre classes."
O que é encapsulamento em programação orientada a objetos? JavaScript suporta encapsulamento?,"Encapsulamento é o princípio de agrupar dados (atributos) e os métodos que operam sobre esses dados em uma unidade (classe) e restringir o acesso direto aos dados de fora da unidade. JavaScript tem suporte limitado para encapsulamento, mas usa convenções (como usar `_` prefixado aos nomes das propriedades para indicar que são privadas) para simular esse comportamento."
O que é polimorfismo em programação orientada a objetos? JavaScript suporta polimorfismo?,"Polimorfismo é a capacidade de um objeto assumir muitas formas. Em JavaScript, polimorfismo é tipicamente alcançado através de herança e duck typing (se parece com um pato e grasna como um pato, então é um pato)."
O que é o método `toString()` em JavaScript?,`toString()` é um método que está presente em todos os objetos JavaScript. Ele retorna uma representação em string do objeto. Você pode sobrescrever esse método para fornecer uma representação personalizada.
O que é o método `valueOf()` em JavaScript?,"`valueOf()` é um método que retorna o valor primitivo do objeto. É usado implicitamente quando JavaScript precisa converter um objeto em um valor primitivo, como em operações matemáticas ou comparações."
"O que são os diferentes tipos de operadores em JavaScript (aritméticos, atribuição, comparação, lógicos, bitwise, etc.)?","JavaScript possui diversos tipos de operadores:
    *   Aritméticos: `+`, `-`, `*`, `/`, `%`, `**`
    *   Atribuição: `=`, `+=`, `-=`, `*=`, `/=`, `%=`, `**=`
    *   Comparação: `==`, `===`, `!=`, `!==`, `>`, `<`, `>=`, `<=`
    *   Lógicos: `&&`, `||`, `!`
    *   Bitwise: `&`, `|`, `^`, `~`, `<<`, `>>`, `>>>`
    *   Ternário: `? :`
    *   Outros: `typeof`, `instanceof`, `in`, `delete`, `void`"
O que é o operador `delete` em JavaScript?,"O operador `delete` remove uma propriedade de um objeto. Ele retorna `true` se a propriedade foi removida com sucesso, e `false` caso contrário. Ele não pode ser usado para deletar variáveis declaradas com `var`, `let` ou `const`."
O que é o operador `void` em JavaScript?,O operador `void` avalia uma expressão e retorna `undefined`. Ele é frequentemente usado para evitar que um link execute uma ação ao ser clicado.
O que são as funções Arrow (=>) em JavaScript?,"Arrow functions (funções de seta) são uma forma mais concisa de escrever funções em JavaScript. Elas têm uma sintaxe mais curta e não vinculam seu próprio `this`, `arguments`, `super` ou `new.target`."
O que é o conceito de 'this' em JavaScript e como ele se comporta em diferentes contextos?,"O `this` é uma palavra-chave que se refere ao objeto que está executando o código atual. Seu valor depende de como a função é chamada. Em uma função global, `this` se refere ao objeto global (window no navegador). Em um método de objeto, `this` se refere ao objeto. Com `call`, `apply`, `bind`, você pode definir explicitamente o valor de `this`."
Qual é a diferença entre `call` e `apply` em JavaScript?,"Ambos `call` e `apply` são usados para invocar uma função com um valor específico para `this`. A diferença é como os argumentos são passados: `call` recebe os argumentos individualmente, enquanto `apply` recebe um array de argumentos."
O que são closures e qual a sua relação com o conceito de escopo léxico?,"Closures são funções que ""lembram"" do ambiente léxico em que foram criadas, mesmo após o ambiente não estar mais ativo. Isso significa que a função interna tem acesso às variáveis declaradas na função externa, mesmo depois que a função externa foi executada. O escopo léxico define a visibilidade das variáveis com base em sua posição no código-fonte."
O que é o padrão Módulo em JavaScript e como ele é implementado?,O padrão módulo é uma forma de encapsular código JavaScript para evitar conflitos de nomes e fornecer privacidade. Ele é implementado usando funções de auto-execução (IIFE) para criar um escopo privado para variáveis e funções.
O que é o padrão Revealing Module em JavaScript?,"O padrão Revealing Module é uma variação do padrão módulo em que todas as variáveis e funções são mantidas privadas dentro do módulo, e apenas um conjunto selecionado de funções é retornado como uma interface pública."
O que é programação funcional em JavaScript?,"Programação funcional é um paradigma de programação que trata a computação como a avaliação de funções matemáticas e evita mudanças de estado e dados mutáveis. Em JavaScript, isso envolve o uso de funções puras, imutabilidade e funções de alta ordem."
O que são funções puras em programação funcional?,"Funções puras são funções que sempre retornam o mesmo resultado para as mesmas entradas, e não têm efeitos colaterais (não modificam o estado externo)."
O que é imutabilidade em programação funcional?,"Imutabilidade é o princípio de que os dados não devem ser modificados após serem criados. Em vez disso, novas versões dos dados são criadas com as modificações."
Quais são os riscos de usar recursão em JavaScript e como você pode evitá-los?,"O principal risco da recursão é o estouro da pilha (stack overflow) se a função recursiva não tiver uma condição de parada adequada. Para evitar isso, certifique-se de que a função tenha uma condição de parada clara e que o problema seja reduzido a cada chamada recursiva.  Em alguns casos, a iteração pode ser uma alternativa mais eficiente."
O que é o tratamento de exceções em JavaScript e como ele é implementado?,"Tratamento de exceções é um mecanismo para lidar com erros e situações inesperadas que ocorrem durante a execução de um programa. Em JavaScript, ele é implementado usando os blocos `try`, `catch` e `finally`."
O que é o bloco `try...catch` em JavaScript?,O bloco `try` contém o código que pode lançar uma exceção. O bloco `catch` contém o código que é executado se uma exceção for lançada dentro do bloco `try`.
O que é o bloco `finally` em JavaScript?,"O bloco `finally` contém o código que é sempre executado, independentemente de uma exceção ter sido lançada ou não dentro do bloco `try`. É usado para limpar recursos ou executar outras ações necessárias."
Como você lança uma exceção personalizada em JavaScript?,Você pode usar a palavra-chave `throw` seguida por um objeto de erro ou qualquer outro valor para lançar uma exceção personalizada.
"O que são os diferentes tipos de erros em JavaScript (SyntaxError, TypeError, ReferenceError, etc.)?","JavaScript tem vários tipos de erros integrados:
    *   `SyntaxError`: Ocorre quando há um erro de sintaxe no código.
    *   `TypeError`: Ocorre quando um valor não é do tipo esperado.
    *   `ReferenceError`: Ocorre quando uma variável não foi declarada.
    *   `RangeError`: Ocorre quando um valor está fora do intervalo permitido.
    *   `URIError`: Ocorre quando há um problema com o uso de funções URI.
    *   `EvalError`: (Obsoleto) Ocorre quando há um problema com o uso da função `eval()`."
O que é a função `eval()` em JavaScript e por que seu uso é geralmente desencorajado?,`eval()` executa uma string como código JavaScript. Seu uso é geralmente desencorajado porque pode ser perigoso (risco de segurança) e lento (afeta o desempenho). É preferível usar alternativas mais seguras e eficientes.
O que é o método `JSON.stringify()` em JavaScript e como ele é usado?,`JSON.stringify()` converte um objeto JavaScript em uma string JSON. É usado para serializar dados JavaScript para armazenamento ou transmissão.
O que é o método `JSON.parse()` em JavaScript e como ele é usado?,`JSON.parse()` analisa uma string JSON e a converte em um objeto JavaScript. É usado para desserializar dados JSON recebidos de uma fonte externa.
"O que é o conceito de ""AJAX"" em JavaScript? (Sem mencionar a palavra ""XMLHttpRequest"")","AJAX é uma técnica que permite que páginas web atualizem conteúdo de forma assíncrona, sem recarregar a página inteira. Isso envolve enviar e receber dados do servidor em segundo plano e atualizar partes específicas da página com os novos dados."
Como você faz uma requisição HTTP em JavaScript usando a API `fetch`?,A API `fetch` fornece uma interface para fazer requisições HTTP. Você pode usar `fetch()` para enviar uma requisição para um servidor e receber uma resposta.
Como você lida com respostas de requisições HTTP em JavaScript usando a API `fetch`?,"A API `fetch` retorna uma Promise que resolve com um objeto `Response`. Você pode usar os métodos `response.json()`, `response.text()`, `response.blob()` para extrair o corpo da resposta em diferentes formatos."
O que são os códigos de status HTTP e como eles são usados em JavaScript?,"Códigos de status HTTP são códigos numéricos que indicam o resultado de uma requisição HTTP. Eles são usados para informar o cliente se a requisição foi bem-sucedida, redirecionada ou encontrou um erro. (Ex: 200 OK, 404 Not Found, 500 Internal Server Error)"
O que é CORS (Cross-Origin Resource Sharing) e como ele afeta as requisições HTTP em JavaScript?,"CORS (Cross-Origin Resource Sharing) é um mecanismo de segurança que restringe requisições HTTP entre origens diferentes (domínio, protocolo, porta). Se CORS estiver habilitado, o navegador bloqueará requisições de origem cruzada, a menos que o servidor de destino envie cabeçalhos de resposta que permitam a requisição."
Como você lida com erros em requisições HTTP em JavaScript usando a API `fetch`?,"A API `fetch` lança um erro apenas para erros de rede. Para lidar com erros de status HTTP (como 404 ou 500), você precisa verificar a propriedade `response.ok` da resposta e lançar um erro manualmente se não for bem-sucedida."
O que é o Local Storage em JavaScript e como ele é usado?,Local Storage é uma API que permite que páginas web armazenem dados localmente no navegador do usuário. Os dados são persistentes entre sessões do navegador e podem ser acessados posteriormente.
O que é o Session Storage em JavaScript e como ele é usado?,"Session Storage é uma API semelhante ao Local Storage, mas os dados são armazenados apenas durante a sessão atual do navegador. Os dados são perdidos quando o navegador é fechado."
Qual a diferença entre Local Storage e Session Storage em JavaScript?,"A principal diferença é a persistência dos dados. Local Storage armazena dados permanentemente (a menos que sejam excluídos explicitamente), enquanto Session Storage armazena dados apenas durante a sessão atual do navegador."
Como você armazena dados no Local Storage e Session Storage em JavaScript?,"Você pode usar os métodos `localStorage.setItem()` e `sessionStorage.setItem()` para armazenar dados, e os métodos `localStorage.getItem()` e `sessionStorage.getItem()` para recuperar dados."
Como você remove dados do Local Storage e Session Storage em JavaScript?,"Você pode usar os métodos `localStorage.removeItem()` e `sessionStorage.removeItem()` para remover dados, e os métodos `localStorage.clear()` e `sessionStorage.clear()` para remover todos os dados."
O que são Cookies em JavaScript e como eles são usados?,"Cookies são pequenos arquivos de texto que um site armazena no navegador do usuário para lembrar informações sobre o usuário. Eles são usados para rastrear o comportamento do usuário, personalizar a experiência e armazenar informações de login."
Como você define um Cookie em JavaScript?,"Você pode definir um cookie atribuindo uma string ao `document.cookie`. A string deve conter o nome do cookie, o valor e outras opções, como a data de expiração."
Como você lê um Cookie em JavaScript?,Você pode ler todos os cookies atribuídos ao domínio atual acessando a propriedade `document.cookie`. A string retornada contém todos os cookies separados por ponto e vírgula.
Como você exclui um Cookie em JavaScript?,"Para excluir um cookie, você precisa defini-lo novamente com a mesma chave e um valor vazio, e definir a data de expiração para um tempo passado."
Como você cria e usa um Web Worker em JavaScript?,Você cria um Web Worker instanciando um novo objeto `Worker` e passando o caminho para um arquivo JavaScript que contém o código a ser executado em segundo plano. Você pode se comunicar com o Web Worker usando os métodos `postMessage()` e `onmessage`.
O que são Service Workers em JavaScript?,"Service Workers são scripts que atuam como proxies entre o navegador e o servidor. Eles podem interceptar requisições de rede, armazenar em cache recursos e fornecer notificações push. Eles são usados para criar aplicativos web progressivos (PWAs) que funcionam offline."
O que é hoisting em JavaScript e como ele afeta variáveis e funções?,"Hoisting é o comportamento do JavaScript de mover declarações de variáveis e funções para o topo de seu escopo antes da execução do código.  As variáveis são hoisted com o valor `undefined`, enquanto as funções são hoisted com sua definição completa (se declaradas com a palavra-chave `function`)."
Explique o conceito de closure em JavaScript.,Um closure é a capacidade de uma função de lembrar e acessar seu escopo léxico (o escopo onde a função foi definida) mesmo quando é executada fora desse escopo.
O que é um objeto em JavaScript e como você o cria?,Um objeto é uma coleção de pares chave-valor. Você pode criar objetos usando a notação literal de objeto `{}` ou usando o construtor `new Object()`.
O que são funções de primeira classe (first-class functions) em JavaScript?,"Funções de primeira classe significam que as funções podem ser tratadas como qualquer outro valor. Elas podem ser atribuídas a variáveis, passadas como argumentos para outras funções e retornadas como valores de outras funções."
O que são funções de ordem superior (higher-order functions) em JavaScript?,Funções de ordem superior são funções que recebem outras funções como argumentos ou retornam funções como resultados.
Explique o método `map()` em JavaScript.,O método `map()` cria um novo array com os resultados da chamada de uma função fornecida em cada elemento do array original.
Explique o método `filter()` em JavaScript.,O método `filter()` cria um novo array com todos os elementos que passam no teste implementado pela função fornecida.
Explique o método `reduce()` em JavaScript.,O método `reduce()` aplica uma função (reducer) a um acumulador e a cada elemento de um array (da esquerda para a direita) para reduzi-lo a um único valor.
Como você pode converter o objeto `arguments` em um array real?,Você pode usar `Array.from(arguments)` ou o operador spread `[...arguments]` para converter o objeto `arguments` em um array.
"Qual a diferença entre `var`, `let` e `const` ao declarar variáveis em JavaScript?","`var` tem escopo de função (ou global se declarada fora de uma função) e permite redeclaração e reatribuição. `let` tem escopo de bloco e permite reatribuição, mas não redeclaração no mesmo escopo. `const` tem escopo de bloco e não permite reatribuição (deve ser inicializada no momento da declaração)."
O que é um bloco em JavaScript?,"Um bloco é um conjunto de zero ou mais declarações delimitadas por chaves `{}`. Blocos são frequentemente usados com estruturas de controle como `if`, `else`, `for` e `while`."
Explique o que são template literals em JavaScript.,Template literals são strings delimitadas por crases (` `` `) que permitem a incorporação de expressões dentro da string usando `${expressão}`.  Elas também podem ser usadas para strings multi-linha.
O que é rest parameter em JavaScript?,Rest parameter (também usando `...`) permite que uma função receba um número indefinido de argumentos como um array.  Deve ser o último parâmetro na definição da função.
O que são promises em JavaScript?,"Promises representam o resultado eventual de uma operação assíncrona.  Elas podem estar em um dos três estados: pending (pendente), fulfilled (cumprida) ou rejected (rejeitada)."
Como você lida com erros em Promises em JavaScript?,Você pode usar o método `.catch()` para lidar com erros em Promises. Você também pode usar `try...catch` dentro de uma função `async`.
O que são funções `async/await` em JavaScript?,"`async/await` são uma sintaxe para trabalhar com Promises de forma mais legível e concisa.  A palavra-chave `async` declara uma função assíncrona, e a palavra-chave `await` espera que uma Promise seja resolvida."
O que é o método `JSON.stringify()` em JavaScript?,O método `JSON.stringify()` converte um objeto JavaScript em uma string JSON.
O que é o método `JSON.parse()` em JavaScript?,O método `JSON.parse()` analisa uma string JSON e a converte em um objeto JavaScript.
O que são expressões regulares em JavaScript?,Expressões regulares são padrões usados para corresponder a combinações de caracteres em strings. Elas são usadas para pesquisa e substituição de texto.
O que são os métodos `test()` e `exec()` para expressões regulares em JavaScript?,`test()` retorna `true` se a expressão regular encontrar uma correspondência na string e `false` caso contrário. `exec()` retorna um array com informações sobre a correspondência ou `null` se não houver correspondência.
O que é o método `String.prototype.substring()` em JavaScript?,O método `substring()` retorna uma parte da string entre os índices inicial e final especificados (o final não é incluído).
O que é o método `String.prototype.slice()` em JavaScript?,"O método `slice()` retorna uma seção de uma string. É similar ao `substring()`, mas aceita índices negativos (contando a partir do final da string)."
O que é o método `String.prototype.trim()` em JavaScript?,O método `trim()` remove os espaços em branco do início e do final de uma string.
O que é o conceito de truthy e falsy em JavaScript?,"Valores ""truthy"" são valores que são avaliados como `true` em um contexto booleano (por exemplo, dentro de uma condição `if`). Valores ""falsy"" são valores que são avaliados como `false` em um contexto booleano."
O que é o tipo de dado `Symbol` em JavaScript?,`Symbol` é um tipo de dado primitivo que representa um identificador único e imutável. Eles são frequentemente usados como chaves de propriedade de objeto para evitar conflitos de nomes.
O que é o método `Array.isArray()` em JavaScript?,"O método `Array.isArray()` retorna `true` se o argumento é um array, caso contrário, retorna `false`."
O que é o conceito de imutabilidade em JavaScript?,"Imutabilidade significa que um valor, depois de criado, não pode ser modificado. Isso pode ajudar a evitar efeitos colaterais inesperados e tornar o código mais fácil de raciocinar."
Como você pode criar objetos imutáveis em JavaScript?,"Você pode usar `Object.freeze()` para congelar um objeto, impedindo que novas propriedades sejam adicionadas ou que as propriedades existentes sejam modificadas."
O que é deep copy (cópia profunda) e shallow copy (cópia superficial) em JavaScript?,"Uma shallow copy cria uma nova referência a um objeto, então as mudanças em um objeto refletirão no outro. Uma deep copy cria um novo objeto e copia todos os valores do objeto original recursivamente, então as mudanças em um não afetam o outro."
Como você pode realizar uma deep copy de um objeto em JavaScript?,"Você pode usar `JSON.parse(JSON.stringify(objeto))` (com limitações, como a perda de funções) ou bibliotecas especializadas."
O que é o conceito de eventos em JavaScript?,"Eventos são ações ou ocorrências que acontecem no navegador (por exemplo, um clique de mouse, uma tecla pressionada, uma página carregada)."
Como você adiciona um ouvinte de evento (event listener) a um elemento em JavaScript?,Você pode usar o método `addEventListener()` para anexar um manipulador de eventos a um elemento.
