Pergunta,Resposta
Como você pode arredondar um número para o inteiro mais próximo em JavaScript?,Você pode usar o método `Math.round()`.
Como você pode arredondar um número para baixo para o inteiro mais próximo em JavaScript?,Você pode usar o método `Math.floor()`.
Como você pode arredondar um número para cima para o inteiro mais próximo em JavaScript?,Você pode usar o método `Math.ceil()`.
Como você pode encontrar o valor máximo entre dois números em JavaScript?,Você pode usar o método `Math.max()`.
Como você pode encontrar o valor mínimo entre dois números em JavaScript?,Você pode usar o método `Math.min()`.
Como você pode calcular a potência de um número em JavaScript?,Você pode usar o método `Math.pow()`.
Como você pode calcular a raiz quadrada de um número em JavaScript?,Você pode usar o método `Math.sqrt()`.
O que é um objeto `Date` em JavaScript?,O objeto `Date` é usado para trabalhar com datas e horários.
Como você pode criar um novo objeto `Date` em JavaScript?,Você pode usar o construtor `new Date()`.
Como você pode obter o ano de um objeto `Date` em JavaScript?,Você pode usar o método `getFullYear()`.
Como você pode obter o mês de um objeto `Date` em JavaScript?,"Você pode usar o método `getMonth()`. Lembre-se que os meses são baseados em zero (0 para Janeiro, 1 para Fevereiro, etc.)."
Como você pode obter o dia do mês de um objeto `Date` em JavaScript?,Você pode usar o método `getDate()`.
Como você pode obter o dia da semana de um objeto `Date` em JavaScript?,"Você pode usar o método `getDay()`. Lembre-se que os dias da semana são baseados em zero (0 para Domingo, 1 para Segunda, etc.)."
Como você pode obter as horas de um objeto `Date` em JavaScript?,Você pode usar o método `getHours()`.
Como você pode obter os minutos de um objeto `Date` em JavaScript?,Você pode usar o método `getMinutes()`.
Como você pode obter os segundos de um objeto `Date` em JavaScript?,Você pode usar o método `getSeconds()`.
Como você pode obter os milissegundos de um objeto `Date` em JavaScript?,Você pode usar o método `getMilliseconds()`.
Como você pode obter o timestamp de um objeto `Date` em JavaScript?,"Você pode usar o método `getTime()`, que retorna o número de milissegundos desde 1 de janeiro de 1970 UTC."
Como você pode converter um objeto JavaScript para uma string JSON?,Você pode usar o método `JSON.stringify()`.
Como você pode converter uma string JSON para um objeto JavaScript?,Você pode usar o método `JSON.parse()`.
O que é um loop `for` em JavaScript?,Um loop `for` é uma estrutura de controle que permite repetir um bloco de código um número especificado de vezes.
Qual é a sintaxe básica de um loop `for` em JavaScript?,`for (inicialização; condição; incremento) { // código a ser executado }`
O que é um loop `while` em JavaScript?,Um loop `while` é uma estrutura de controle que repete um bloco de código enquanto uma condição especificada for verdadeira.
Qual é a sintaxe básica de um loop `while` em JavaScript?,`while (condição) { // código a ser executado }`
O que é um loop `do...while` em JavaScript?,"Um loop `do...while` é semelhante ao loop `while`, mas garante que o bloco de código seja executado pelo menos uma vez, mesmo que a condição seja falsa na primeira vez."
Qual é a sintaxe básica de um loop `do...while` em JavaScript?,`do { // código a ser executado } while (condição);`
O que é a declaração `break` em JavaScript?,A declaração `break` é usada para sair de um loop ou switch statement.
O que é a declaração `continue` em JavaScript?,A declaração `continue` é usada para pular a iteração atual de um loop e passar para a próxima iteração.
O que é uma função em JavaScript?,Uma função é um bloco de código reutilizável que executa uma tarefa específica.
Como você declara uma função em JavaScript?,"Você pode usar a palavra-chave `function` seguida pelo nome da função, parênteses para os parâmetros e um bloco de código delimitado por chaves."
Como você chama (executa) uma função em JavaScript?,"Você chama uma função usando seu nome seguido por parênteses `()`. Se a função espera argumentos, você deve passá-los dentro dos parênteses."
O que são parâmetros de função em JavaScript?,Parâmetros são valores passados para uma função quando ela é chamada. Eles são usados para fornecer dados para a função processar.
O que são argumentos de função em JavaScript?,Argumentos são os valores reais que são passados para uma função quando ela é chamada.
O que é o valor de retorno de uma função em JavaScript?,"O valor de retorno é o valor que uma função retorna quando termina de executar. Você pode especificar o valor de retorno usando a declaração `return`. Se uma função não tiver uma declaração `return`, ela retorna `undefined`."
O que são arrow functions (funções de seta) em JavaScript?,"Arrow functions são uma sintaxe mais curta para escrever funções. Elas são introduzidas no ES6 (ECMAScript 2015) e têm algumas diferenças em relação às funções tradicionais, especialmente em relação ao `this`."
Qual a sintaxe básica de uma arrow function em JavaScript?,`(parâmetros) => expressão` ou `(parâmetros) => { // código }`
O que é uma função pura em JavaScript?,Uma função pura é uma função que sempre retorna o mesmo resultado para as mesmas entradas e não tem efeitos colaterais.
O que são efeitos colaterais em JavaScript?,"Efeitos colaterais são ações que uma função executa que modificam o estado fora de seu próprio escopo, como alterar variáveis globais, modificar o DOM ou fazer chamadas de rede."
O que é higher-order function em JavaScript?,Uma higher-order function é uma função que recebe outra função como argumento ou retorna uma função como resultado.
O que é o operador `...` (spread operator) em JavaScript?,O spread operator é usado para expandir um array ou objeto em locais onde zero ou mais argumentos (para chamadas de função) ou elementos (para literais de array) são esperados.
O que é o operador `&&` (AND lógico) em JavaScript?,O operador `&&` retorna `true` se ambos os operandos forem verdadeiros e `false` caso contrário.
O que é o operador `||` (OR lógico) em JavaScript?,O operador `||` retorna `true` se pelo menos um dos operandos for verdadeiro e `false` se ambos forem falsos.
O que é o operador `!` (NOT lógico) em JavaScript?,O operador `!` inverte o valor booleano de seu operando.
O que são truthy e falsy values em JavaScript?,Truthy values são valores que são avaliados como `true` em um contexto booleano. Falsy values são valores que são avaliados como `false` em um contexto booleano.
Quais são os falsy values em JavaScript?,"Os falsy values em JavaScript são: `false`, `0`, `-0`, `0n`, `""""` (string vazia), `null`, `undefined` e `NaN`."
Como você pode acessar as propriedades de um objeto em JavaScript?,Você pode acessar as propriedades de um objeto usando a notação de ponto (`objeto.propriedade`) ou a notação de colchetes (`objeto['propriedade']`).
Como você pode adicionar uma nova propriedade a um objeto em JavaScript?,Você pode adicionar uma nova propriedade a um objeto usando a notação de ponto ou a notação de colchetes e atribuindo um valor a ela.
Como você pode remover uma propriedade de um objeto em JavaScript?,Você pode remover uma propriedade de um objeto usando o operador `delete`.
O que são métodos de um objeto em JavaScript?,Métodos são funções que são propriedades de um objeto.
O que é o operador `new` em JavaScript?,O operador `new` cria uma instância de um tipo de objeto definido pelo usuário ou por um dos tipos de objetos embutidos.
Quais são alguns métodos comuns do objeto `console` em JavaScript?,"`console.log()`, `console.warn()`, `console.error()`, `console.table()`."
Como você pode adicionar um ouvinte de evento a um elemento em JavaScript?,Você pode usar o método `addEventListener()`.
O que é o método `preventDefault()` do objeto `event`?,"O método `preventDefault()` impede o comportamento padrão do evento. Por exemplo, ele pode impedir que um link navegue para uma nova página ou que um formulário seja enviado."
O que é o método `stopPropagation()` do objeto `event`?,O método `stopPropagation()` impede que o evento se propague para elementos pai na árvore DOM.
O que é o DOM em JavaScript?,"O DOM (Document Object Model) é uma representação em forma de árvore da estrutura de um documento HTML ou XML. Ele permite que o JavaScript acesse e manipule o conteúdo, a estrutura e o estilo do documento."
Como você pode acessar um elemento HTML no DOM usando JavaScript?,"Você pode usar métodos como `document.getElementById()`, `document.getElementsByClassName()`, `document.getElementsByTagName()` ou `document.querySelector()` e `document.querySelectorAll()`."
Como você pode criar um novo elemento HTML no DOM usando JavaScript?,Você pode usar o método `document.createElement()`.
Como você pode adicionar um novo elemento HTML ao DOM usando JavaScript?,"Você pode usar métodos como `appendChild()`, `insertBefore()`, `insertAdjacentElement()`."
Como você pode remover um elemento HTML do DOM usando JavaScript?,Você pode usar o método `removeChild()`.
Como você pode alterar o texto de um elemento HTML no DOM usando JavaScript?,Você pode usar a propriedade `textContent` ou `innerText`.
Como você pode alterar os atributos de um elemento HTML no DOM usando JavaScript?,Você pode usar os métodos `setAttribute()` e `getAttribute()`.
Como você pode alterar os estilos de um elemento HTML no DOM usando JavaScript?,Você pode usar a propriedade `style`.
Como você lida com o resultado de uma promise em JavaScript?,"Você pode usar os métodos `then()` e `catch()`. O método `then()` é chamado quando a promise é resolvida, e o método `catch()` é chamado quando a promise é rejeitada."
O que é a palavra-chave `async` em JavaScript?,A palavra-chave `async` é usada para declarar uma função assíncrona. Funções assíncronas sempre retornam uma promise.
O que é a palavra-chave `await` em JavaScript?,A palavra-chave `await` é usada dentro de uma função assíncrona para pausar a execução da função até que uma promise seja resolvida.
Como você pode lançar um erro em JavaScript?,Você pode usar a declaração `throw`.
Como você pode lidar com erros em JavaScript?,"Você pode usar o bloco `try...catch`. O código que pode gerar um erro é colocado dentro do bloco `try`, e o código que lida com o erro é colocado dentro do bloco `catch`."
O que é o bloco `finally` em JavaScript?,"O bloco `finally` é executado após o bloco `try` e o bloco `catch`, independentemente de um erro ter ocorrido ou não."
O que é o objeto `TypeError` em JavaScript?,O objeto `TypeError` representa um erro que ocorre quando um valor não é do tipo esperado.
O que é o objeto `ReferenceError` em JavaScript?,O objeto `ReferenceError` representa um erro que ocorre quando você tenta usar uma variável que não foi declarada.
O que é o objeto `SyntaxError` em JavaScript?,O objeto `SyntaxError` representa um erro que ocorre quando o código tem uma sintaxe inválida.
O que é o objeto `RangeError` em JavaScript?,O objeto `RangeError` representa um erro que ocorre quando um valor está fora de um intervalo permitido.
O que é o objeto `EvalError` em JavaScript?,O objeto `EvalError` representa um erro que ocorre quando a função `eval()` é usada de forma incorreta. (Nota: este erro raramente é usado em JavaScript moderno).
O que é o objeto `URIError` em JavaScript?,O objeto `URIError` representa um erro que ocorre quando as funções `encodeURI()` ou `decodeURI()` são usadas de forma incorreta.
Como você importa um módulo em JavaScript (ES Modules)?,Você usa a declaração `import`. Ex: `import { nomeDaFuncao } from './meuModulo.js';`
Como você exporta um módulo em JavaScript (ES Modules)?,Você usa a declaração `export`. Ex: `export function minhaFuncao() { ... }` ou `export default minhaFuncao;`
Qual a diferença entre `export default` e `export` (nomeado)?,"`export default` é usado para exportar um único valor padrão de um módulo. `export` (nomeado) é usado para exportar vários valores de um módulo, cada um com um nome específico."
O que é a diferença entre `forEach` e `map` em JavaScript?,"`forEach` itera sobre um array e executa uma função para cada elemento, mas não retorna nada (undefined). `map` itera sobre um array, executa uma função para cada elemento e retorna um novo array com os resultados da função aplicada a cada elemento."
Qual a diferença entre funções declaradas e expressões de função em JavaScript?,"Funções declaradas são hoisted, o que significa que podem ser chamadas antes de sua declaração no código. Expressões de função não são hoisted."
O que são IIFE (Immediately Invoked Function Expressions) em JavaScript?,IIFE são funções que são executadas imediatamente após sua criação. Elas são usadas para criar um escopo privado para evitar conflitos de nomes com variáveis globais.
O que é optional chaining (encadeamento opcional) em JavaScript?,"O encadeamento opcional (`?.`) permite acessar propriedades de objetos que podem ser `null` ou `undefined` sem causar um erro. Se uma propriedade na cadeia for `null` ou `undefined`, a expressão retorna `undefined` em vez de lançar um erro."
O que é o objeto `WeakSet` em JavaScript?,"O objeto `WeakSet` permite armazenar objetos de forma ""fraca"". Isso significa que se não houver outras referências a um objeto armazenado em um `WeakSet`, o objeto pode ser coletado pelo garbage collector. `WeakSet` só armazena objetos."
O que é o objeto `WeakMap` em JavaScript?,"O objeto `WeakMap` armazena pares chave-valor, onde as chaves devem ser objetos. Similar ao `WeakSet`, o `WeakMap` permite que os objetos chave sejam coletados pelo garbage collector se não houver outras referências a eles."
O que é TCO (Tail Call Optimization) em JavaScript?,"Tail Call Optimization é uma otimização que alguns engines JavaScript podem realizar em chamadas recursivas de cauda. Uma chamada recursiva de cauda ocorre quando a última operação realizada por uma função é uma chamada para ela mesma. A otimização substitui o frame de pilha da função atual pelo frame da função chamada, evitando o estouro da pilha. No entanto, o suporte para TCO em JavaScript é limitado e inconsistente entre os engines.

Espero que este conjunto de perguntas e respostas seja útil!"
Qual é a diferença entre `undefined` e `null` em JavaScript?,"`undefined` significa que uma variável foi declarada, mas ainda não recebeu um valor. `null` é um valor de atribuição que representa a ausência intencional de qualquer valor ou objeto."
Qual é o propósito do operador `void` em JavaScript?,O operador `void` avalia uma expressão e retorna `undefined`. É frequentemente usado para prevenir que o navegador siga um link.
O que é hoisting em JavaScript e como isso afeta as variáveis e funções?,"Hoisting é o comportamento do JavaScript de mover as declarações de variáveis e funções para o topo do escopo antes da execução do código. Variáveis declaradas com `var` são hoisted com o valor `undefined`, enquanto funções declaradas com `function` são completamente hoisted. Variáveis declaradas com `let` e `const` são hoisted, mas não inicializadas, levando a um erro se acessadas antes da declaração."
Como você compara dois objetos em JavaScript para verificar se eles são iguais em conteúdo?,"A comparação direta de objetos com `==` ou `===` verifica se eles referenciam o mesmo objeto na memória, não se possuem o mesmo conteúdo. Para comparar o conteúdo, você precisa iterar sobre as propriedades dos objetos e compará-las individualmente ou usar uma função de serialização para converter os objetos em strings e compará-las."
O que são template literals (template strings) e como são usados?,Template literals são strings que permitem expressões incorporadas. Eles são delimitados por backticks (`) e as expressões são inseridas com `${expressao}`. Eles permitem interpolação de strings e strings multilinha.
Qual é a diferença entre `map` e `forEach` em arrays?,"`map` cria um novo array com os resultados da chamada de uma função fornecida em cada elemento do array original. `forEach` executa uma função fornecida uma vez para cada elemento do array, mas não cria um novo array."
O que é o método `reduce` em arrays e como ele funciona?,"`reduce` executa uma função reducer (fornecida por você) em cada elemento do array, resultando em um único valor de saída. A função reducer recebe um acumulador e o valor atual, e retorna o novo acumulador."
Como você lida com erros em JavaScript usando `try...catch`?,"Você envolve o código que pode gerar uma exceção dentro de um bloco `try`. Se uma exceção ocorrer, o bloco `catch` é executado. `try { /* código que pode gerar erro */ } catch (erro) { /* tratamento do erro */ }`"
Qual é a diferença entre os operadores `==` e `===` em JavaScript?,`==` (igualdade) realiza a conversão de tipo antes de comparar. `===` (igualdade estrita) compara sem conversão de tipo. É geralmente recomendado usar `===` para evitar resultados inesperados.
O que é o operador ternário em JavaScript e como ele funciona?,O operador ternário é uma forma abreviada de um `if...else`. Ele tem a seguinte sintaxe: `condição ? expressão_se_verdadeiro : expressão_se_falso`.
Como você impede a propagação de um evento em JavaScript?,Você pode usar o método `event.stopPropagation()` para impedir que o evento se propague para os elementos pai na árvore DOM.
Como você adiciona e remove classes CSS de um elemento usando JavaScript?,"Você pode usar as propriedades `classList.add('nomeDaClasse')` e `classList.remove('nomeDaClasse')` para adicionar e remover classes CSS, respectivamente."
Como você seleciona um elemento HTML pelo seu ID usando JavaScript?,Você pode usar o método `document.getElementById('idDoElemento')` para selecionar um elemento pelo seu ID.
Como você seleciona elementos HTML por sua classe usando JavaScript?,Você pode usar o método `document.getElementsByClassName('nomeDaClasse')` para selecionar elementos por sua classe. Ele retorna uma HTMLCollection de elementos.
Como você seleciona elementos HTML usando um seletor CSS em JavaScript?,Você pode usar `document.querySelector('seletorCSS')` para selecionar o primeiro elemento que corresponda ao seletor CSS ou `document.querySelectorAll('seletorCSS')` para selecionar todos os elementos que correspondam.
Como você altera o texto de um elemento HTML usando JavaScript?,Você pode usar a propriedade `textContent` ou `innerText` do elemento para alterar seu texto.
Como você altera o valor de um atributo de um elemento HTML usando JavaScript?,"Você pode usar o método `setAttribute('nomeDoAtributo', 'novoValor')` para alterar o valor de um atributo."
Como você cria um novo elemento HTML usando JavaScript?,Você pode usar o método `document.createElement('nomeDaTag')` para criar um novo elemento.
Como você define um timeout em JavaScript?,"Você pode usar a função `setTimeout(funcao, atrasoEmMilissegundos)` para executar uma função após um determinado atraso."
Como você define um intervalo em JavaScript?,"Você pode usar a função `setInterval(funcao, intervaloEmMilissegundos)` para executar uma função repetidamente em intervalos regulares."
Como você limpa um timeout em JavaScript?,Você pode usar a função `clearTimeout(idDoTimeout)` para cancelar um timeout agendado.
Como você limpa um intervalo em JavaScript?,Você pode usar a função `clearInterval(idDoIntervalo)` para cancelar um intervalo agendado.
O que são arrow functions em JavaScript e como elas se diferem das funções regulares?,"Arrow functions são uma forma mais concisa de escrever funções em JavaScript. Elas têm uma sintaxe diferente e não possuem seu próprio `this`, `arguments`, `super` ou `new.target`."
O que é o operador rest (...) em JavaScript?,O operador rest permite que você represente um número indefinido de argumentos como um array.
O que são parâmetros padrão em funções JavaScript?,"Parâmetros padrão permitem que você defina valores padrão para os parâmetros de uma função, que são usados se nenhum valor for fornecido para esses parâmetros quando a função é chamada."
O que é um módulo em JavaScript?,Um módulo é um arquivo JavaScript que encapsula um bloco de código reutilizável.  Eles promovem o isolamento do código e ajudam a evitar conflitos de namespace.
Como você importa um módulo em JavaScript usando `import`?,Você pode usar a declaração `import` para importar módulos: `import { nomeDaFuncao } from './caminho/para/modulo.js';`
Como você exporta um módulo em JavaScript usando `export`?,Você pode usar a declaração `export` para exportar módulos: `export function nomeDaFuncao() { /* código */ }` ou `export default funcao;`
Como você obtém o valor absoluto de um número em JavaScript?,Você pode usar o método `Math.abs(numero)` para obter o valor absoluto de um número.
Como você obtém a data e hora atual em JavaScript?,Você pode criar uma nova instância do objeto `Date`: `const agora = new Date();`
O que é o tipo de dado `symbol` em JavaScript?,`Symbol` é um tipo de dado primitivo introduzido no ES6 que representa um identificador único e imutável.
O que é o tipo de dado `bigint` em JavaScript?,`BigInt` é um tipo de dado primitivo que pode representar números inteiros com precisão arbitrária.
O que é coerção de tipo em JavaScript?,Coerção de tipo é a conversão automática ou implícita de valores de um tipo de dado para outro (como strings para números) em JavaScript.
O que é NaN em JavaScript?,NaN (Not-a-Number) é um valor numérico que representa algo que não é um número. É geralmente o resultado de uma operação matemática inválida.
Como você verifica se um valor é NaN em JavaScript?,"Você pode usar a função `isNaN(valor)` para verificar se um valor é NaN. No entanto, `Number.isNaN(valor)` é mais preciso."
O que é o método `test()` de uma expressão regular em JavaScript?,"O método `test()` retorna `true` se a expressão regular encontrar uma correspondência na string, caso contrário, retorna `false`."
O que é o método `exec()` de uma expressão regular em JavaScript?,O método `exec()` executa uma busca por uma correspondência em uma string especificada. Retorna um array de resultados ou `null` se nenhuma correspondência for encontrada.
O que é o método `match()` de uma string em JavaScript?,O método `match()` retorna um array contendo os resultados da correspondência de uma string com uma expressão regular.
O que é o método `replace()` de uma string em JavaScript?,O método `replace()` retorna uma nova string com algumas ou todas as correspondências de um padrão substituídas por um substituto.
O que é o método `search()` de uma string em JavaScript?,O método `search()` executa uma busca por uma correspondência entre uma expressão regular e este objeto `String`. Retorna o índice da primeira correspondência na string.
O que é o método `split()` de uma string em JavaScript?,O método `split()` divide um objeto `String` em um array de strings ao separar a string em substrings.
O que é o método `substring()` de uma string em JavaScript?,"O método `substring()` retorna uma parte da string, entre um índice inicial e um índice final (exclusivo)."
O que é o método `slice()` de uma string em JavaScript?,O método `slice()` extrai uma seção de uma string e retorna uma nova string.
O que é o método `toUpperCase()` de uma string em JavaScript?,O método `toUpperCase()` retorna o valor da string convertida em letras maiúsculas.
O que é o método `toLowerCase()` de uma string em JavaScript?,O método `toLowerCase()` retorna o valor da string convertida em letras minúsculas.
O que é o método `trim()` de uma string em JavaScript?,O método `trim()` remove espaços em branco do início e do fim de uma string.
O que é o método `padStart()` de uma string em JavaScript?,"O método `padStart()` preenche o início da string atual com uma string fornecida (repetidamente, se necessário) para que a string resultante atinja um determinado comprimento."
O que é o método `padEnd()` de uma string em JavaScript?,"O método `padEnd()` preenche o final da string atual com uma string fornecida (repetidamente, se necessário) para que a string resultante atinja um determinado comprimento."
O que é o método `includes()` de uma string em JavaScript?,O método `includes()` determina se uma string contém outra string e retorna `true` ou `false` conforme apropriado.
O que é o método `startsWith()` de uma string em JavaScript?,"O método `startsWith()` determina se uma string começa com os caracteres de uma string especificada, retornando `true` ou `false` conforme apropriado."
O que é o método `endsWith()` de uma string em JavaScript?,"O método `endsWith()` determina se uma string termina com os caracteres de uma string especificada, retornando `true` ou `false` conforme apropriado."
O que é o método `indexOf()` de uma string em JavaScript?,O método `indexOf()` retorna o índice da primeira ocorrência de um valor especificado em uma string.
O que é o método `lastIndexOf()` de uma string em JavaScript?,O método `lastIndexOf()` retorna o índice da última ocorrência de um valor especificado em uma string.
Como você converte um número para uma string em JavaScript?,"Você pode usar o método `toString()` do número ou concatenar o número com uma string vazia: `numero.toString()` ou `"""" + numero`."
Como você obtém o comprimento de uma string em JavaScript?,Você pode usar a propriedade `length` da string: `string.length`.
Como você declara um array em JavaScript?,Você pode declarar um array usando literais de array (`[]`) ou usando o construtor `new Array()`.
Como você acessa um elemento de um array em JavaScript?,"Você acessa um elemento de um array usando seu índice, que começa em 0: `array[indice]`."
Como você adiciona um elemento ao início de um array em JavaScript?,Você pode usar o método `unshift(elemento)` para adicionar um elemento ao início do array.
Como você remove o primeiro elemento de um array em JavaScript?,Você pode usar o método `shift()` para remover o primeiro elemento do array.
Como você remove ou substitui elementos em um array em JavaScript?,"Você pode usar o método `splice(indiceInicial, numeroDeElementosParaRemover, elemento1, elemento2, ...)` para remover ou substituir elementos em um array."
Como você concatena dois arrays em JavaScript?,Você pode usar o método `concat(array2)` para criar um novo array que é a concatenação de dois arrays.
Como você cria uma cópia de um array em JavaScript?,Você pode usar o operador spread (`...`) ou o método `slice()` para criar uma cópia de um array: `const novoArray = [...arrayOriginal];` ou `const novoArray = arrayOriginal.slice();`
Como você inverte a ordem dos elementos em um array em JavaScript?,Você pode usar o método `reverse()` para inverter a ordem dos elementos em um array.
Como você ordena os elementos de um array em JavaScript?,"Você pode usar o método `sort()` para ordenar os elementos de um array. Por padrão, ele ordena em ordem alfabética (convertendo os elementos para strings). Você pode passar uma função de comparação para ordenar numericamente."
Como você encontra o índice de um elemento em um array em JavaScript?,Você pode usar o método `indexOf(elemento)` para encontrar o índice da primeira ocorrência de um elemento ou `lastIndexOf(elemento)` para encontrar o índice da última ocorrência.
Como você verifica se um array inclui um determinado elemento em JavaScript?,Você pode usar o método `includes(elemento)` para verificar se um array inclui um determinado elemento.
Como você filtra os elementos de um array com base em uma condição em JavaScript?,Você pode usar o método `filter(funcao)` para criar um novo array com todos os elementos que passam no teste implementado pela função fornecida.
Como você transforma os elementos de um array usando uma função em JavaScript?,Você pode usar o método `map(funcao)` para criar um novo array com os resultados da chamada de uma função fornecida em cada elemento do array original.
Como você itera sobre os elementos de um array em JavaScript usando um loop `for`?,`for (let i = 0; i < array.length; i++) { /* código */ }`
Como você itera sobre os elementos de um array em JavaScript usando um loop `for...of`?,`for (let elemento of array) { /* código */ }`
Como você cria um objeto em JavaScript?,Você pode criar um objeto usando literais de objeto (`{}`) ou usando o construtor `new Object()`.
Como você acessa as propriedades de um objeto em JavaScript?,Você pode acessar as propriedades de um objeto usando a notação de ponto (`objeto.propriedade`) ou a notação de colchetes (`objeto['propriedade']`).
Como você adiciona uma nova propriedade a um objeto em JavaScript?,Você pode adicionar uma nova propriedade a um objeto usando a notação de ponto ou a notação de colchetes: `objeto.novaPropriedade = valor;` ou `objeto['novaPropriedade'] = valor;`
Como você remove uma propriedade de um objeto em JavaScript?,Você pode usar o operador `delete`: `delete objeto.propriedade;`
Como você verifica se um objeto tem uma determinada propriedade em JavaScript?,Você pode usar o operador `in`: `'propriedade' in objeto;` ou o método `hasOwnProperty('propriedade')`.
Como você define um método em um objeto em JavaScript?,"Você pode definir um método em um objeto como qualquer outra propriedade, atribuindo uma função a ela: `objeto.meuMetodo = function() { /* código */ };`"
O que é a palavra-chave `this` em JavaScript?,A palavra-chave `this` refere-se ao objeto no qual a função está sendo executada. Seu valor depende de como a função é chamada.
Como o valor de `this` é determinado em uma função regular em JavaScript?,"Em uma função regular, o valor de `this` é determinado pelo objeto que invoca a função. Se a função for chamada no escopo global, `this` se refere ao objeto global (window em navegadores, global em Node.js)."
Como o valor de `this` é determinado em uma arrow function em JavaScript?,"Em uma arrow function, `this` herda o valor do escopo léxico circundante. Não é ligado dinamicamente."
O que é o protótipo de um objeto em JavaScript?,"O protótipo de um objeto é outro objeto do qual ele herda propriedades e métodos. Cada objeto tem um protótipo, exceto o objeto raiz."
Como você acessa o protótipo de um objeto em JavaScript?,Você pode acessar o protótipo de um objeto usando a propriedade `__proto__` (não recomendada em código de produção) ou o método `Object.getPrototypeOf(objeto)`.
Como você define o protótipo de um objeto em JavaScript?,"Você pode definir o protótipo de um objeto usando o método `Object.setPrototypeOf(objeto, prototipo)`."
O que é programação orientada a objetos (POO) em JavaScript?,POO é um paradigma de programação que usa objetos para representar entidades e suas interações. JavaScript oferece suporte a POO através de protótipos e classes (introduzidas no ES6).
Como você cria um objeto a partir de uma classe em JavaScript?,Você pode criar um objeto a partir de uma classe usando a palavra-chave `new`: `const meuObjeto = new MinhaClasse();`
O que é o método `super()` em uma classe JavaScript?,O método `super()` é usado dentro de um construtor de classe filha para chamar o construtor da classe pai e acessar suas propriedades e métodos.
O que é herança de classe em JavaScript?,Herança de classe é um mecanismo onde uma classe (classe filha) herda propriedades e métodos de outra classe (classe pai).
Como você implementa herança de classe em JavaScript?,Você pode usar a palavra-chave `extends` para implementar herança de classe: `class ClasseFilha extends ClassePai { /* código */ }`
O que são métodos estáticos em classes JavaScript?,"Métodos estáticos são métodos que pertencem à classe em si, em vez de instâncias da classe. Eles são chamados diretamente na classe e não precisam de uma instância para serem acessados."
Como você define um método estático em uma classe JavaScript?,Você pode definir um método estático usando a palavra-chave `static`: `static meuMetodo() { /* código */ }`
Como você define um getter em uma classe JavaScript?,Você pode definir um getter usando a palavra-chave `get`: `get minhaPropriedade() { /* código */ }`
Como você define um setter em uma classe JavaScript?,Você pode definir um setter usando a palavra-chave `set`: `set minhaPropriedade(valor) { /* código */ }`
O que são promessas em JavaScript?,"Promessas representam o resultado eventual de uma operação assíncrona. Elas podem estar em um de três estados: pendente (pending), resolvida (fulfilled) ou rejeitada (rejected)."
Como você cria uma promessa em JavaScript?,"Você pode criar uma promessa usando o construtor `new Promise((resolve, reject) => { /* código */ });`"
"O que são os métodos `then()`, `catch()` e `finally()` em promessas?",`then()` é usado para lidar com o resultado da promessa quando ela é resolvida. `catch()` é usado para lidar com erros quando a promessa é rejeitada. `finally()` é executado independentemente de a promessa ser resolvida ou rejeitada.
Como você usa `await` em JavaScript?,Você pode usar `await` dentro de uma função assíncrona para esperar que uma promessa seja resolvida: `const resultado = await minhaPromessa;`
Como você define uma função generator em JavaScript?,Você pode definir uma função generator usando o asterisco (`*`): `function* minhaFuncaoGeradora() { /* código */ }`
O que é a palavra-chave `yield` em generators?,A palavra-chave `yield` é usada dentro de uma função generator para pausar a execução e retornar um valor.
Como você itera sobre os valores produzidos por um generator em JavaScript?,Você pode usar um loop `for...of` ou o método `next()` do objeto generator para iterar sobre os valores produzidos.
O que é o strict mode em JavaScript?,Strict mode é uma forma de executar JavaScript com um conjunto mais restrito de regras. Ajuda a prevenir erros e melhorar a segurança do código.
Como você habilita o strict mode em JavaScript?,"Você pode habilitar o strict mode adicionando a string `""use strict"";` no início do arquivo ou da função."
O que são IIFEs (Immediately Invoked Function Expressions) em JavaScript?,IIFEs são funções que são executadas assim que são definidas. Elas são frequentemente usadas para criar escopos isolados e evitar conflitos de namespace.
Como você cria uma IIFE em JavaScript?,Você pode criar uma IIFE envolvendo uma função anônima entre parênteses e invocando-a imediatamente: `(function() { /* código */ })();`
O que é composição de funções em JavaScript?,Composição de funções é um processo de combinar duas ou mais funções para produzir uma nova função.
O que é um polyfill em JavaScript?,Um polyfill é um código que fornece a funcionalidade que você espera que o navegador forneça nativamente. Ele permite que você use recursos mais recentes em navegadores mais antigos.
O que é transpilador em JavaScript?,"Um transpilador é uma ferramenta que converte o código fonte de uma linguagem de programação em outra linguagem de programação. Em JavaScript, os transpiladores são frequentemente usados para converter código ES6+ em código ES5 para compatibilidade com navegadores mais antigos."
O que é linting em JavaScript?,"Linting é o processo de análise estática do código fonte para identificar erros de programação, bugs, erros de estilo e construções suspeitas."
O que é minificação em JavaScript?,"Minificação é o processo de remover todos os caracteres desnecessários do código fonte (como espaços em branco, comentários e nomes de variáveis) para reduzir o tamanho do arquivo."
O que são web workers em JavaScript?,"Web workers permitem que você execute scripts JavaScript em threads de segundo plano, sem afetar o desempenho da página web."
O que é local storage em JavaScript?,Local storage é um recurso do navegador que permite armazenar dados localmente no navegador do usuário. Os dados persistem mesmo após o fechamento do navegador.
